Variable_1,Variable_2,Correlation,Abs_Correlation
estimated_revenue_increase_from_ai_trillions_usd_lag_2,estimated_revenue_increase_from_ai_trillions_usd_lower_band,0.9998197753275152,0.9998197753275152
organizations_believing_ai_provides_competitive_edge,estimated_revenue_increase_from_ai_trillions_usd_lower_band,0.9998197753275152,0.9998197753275152
companies_prioritizing_ai_in_strategy,estimated_revenue_increase_from_ai_trillions_usd_lower_band,0.9998197753275152,0.9998197753275152
jobs_at_high_risk_of_automation__wholesale_&_retail_trade,estimated_revenue_increase_from_ai_trillions_usd_lower_band,0.9998197753275152,0.9998197753275152
estimated_new_jobs_created_by_ai_millions,estimated_revenue_increase_from_ai_trillions_usd_lower_band,0.9998197753275152,0.9998197753275152
americans_using_voice_assistants_%,estimated_revenue_increase_from_ai_trillions_usd_lower_band,0.9998197753275152,0.9998197753275152
net_job_impact,estimated_revenue_increase_from_ai_trillions_usd_lower_band,-0.9998197753275152,0.9998197753275152
estimated_jobs_eliminated_by_ai_millions,estimated_revenue_increase_from_ai_trillions_usd_lower_band,0.9998197753275152,0.9998197753275152
year,estimated_revenue_increase_from_ai_trillions_usd_lower_band,0.9998197753275152,0.9998197753275152
jobs_at_high_risk_of_automation__manufacturing,estimated_revenue_increase_from_ai_trillions_usd_lower_band,0.9998197753275152,0.9998197753275152
marketers_believing_ai_improves_email_revenue,estimated_revenue_increase_from_ai_trillions_usd_lower_band,0.9998197753275152,0.9998197753275152
estimated_revenue_increase_from_ai_trillions_usd_lag_1,estimated_revenue_increase_from_ai_trillions_usd_lower_band,0.9998197753275151,0.9998197753275151
estimated_revenue_increase_from_ai_trillions_usd_lower_band,years_since_start,0.9998197753275151,0.9998197753275151
estimated_revenue_increase_from_ai_trillions_usd_lower_band,cycle_position,0.9998197753275151,0.9998197753275151
companies_prioritizing_ai_in_strategy,estimated_revenue_increase_from_ai_trillions_usd_zscore,0.9998124003360287,0.9998124003360287
estimated_revenue_increase_from_ai_trillions_usd,cycle_position,0.9998124003360287,0.9998124003360287
americans_using_voice_assistants_%,estimated_revenue_increase_from_ai_trillions_usd_cumulative_growth,0.9998124003360287,0.9998124003360287
year,estimated_revenue_increase_from_ai_trillions_usd_cumulative_growth,0.9998124003360287,0.9998124003360287
year,estimated_revenue_increase_from_ai_trillions_usd,0.9998124003360287,0.9998124003360287
estimated_revenue_increase_from_ai_trillions_usd,jobs_at_high_risk_of_automation__wholesale_&_retail_trade,0.9998124003360287,0.9998124003360287
estimated_revenue_increase_from_ai_trillions_usd_cumulative_growth,years_since_start,0.9998124003360287,0.9998124003360287
companies_prioritizing_ai_in_strategy,estimated_revenue_increase_from_ai_trillions_usd_cumulative_growth,0.9998124003360287,0.9998124003360287
estimated_revenue_increase_from_ai_trillions_usd_cumulative_growth,cycle_position,0.9998124003360287,0.9998124003360287
jobs_at_high_risk_of_automation__wholesale_&_retail_trade,estimated_revenue_increase_from_ai_trillions_usd_cumulative_growth,0.9998124003360287,0.9998124003360287
companies_prioritizing_ai_in_strategy,estimated_revenue_increase_from_ai_trillions_usd,0.9998124003360287,0.9998124003360287
estimated_revenue_increase_from_ai_trillions_usd_zscore,years_since_start,0.9998124003360287,0.9998124003360287
estimated_revenue_increase_from_ai_trillions_usd,years_since_start,0.9998124003360287,0.9998124003360287
estimated_jobs_eliminated_by_ai_millions,estimated_revenue_increase_from_ai_trillions_usd_cumulative_growth,0.9998124003360287,0.9998124003360287
estimated_jobs_eliminated_by_ai_millions,estimated_revenue_increase_from_ai_trillions_usd,0.9998124003360287,0.9998124003360287
estimated_revenue_increase_from_ai_trillions_usd,americans_using_voice_assistants_%,0.9998124003360287,0.9998124003360287
year,estimated_revenue_increase_from_ai_trillions_usd_zscore,0.9998124003360287,0.9998124003360287
jobs_at_high_risk_of_automation__wholesale_&_retail_trade,estimated_revenue_increase_from_ai_trillions_usd_zscore,0.9998124003360287,0.9998124003360287
estimated_jobs_eliminated_by_ai_millions,estimated_revenue_increase_from_ai_trillions_usd_zscore,0.9998124003360287,0.9998124003360287
americans_using_voice_assistants_%,estimated_revenue_increase_from_ai_trillions_usd_zscore,0.9998124003360287,0.9998124003360287
estimated_revenue_increase_from_ai_trillions_usd_zscore,cycle_position,0.9998124003360287,0.9998124003360287
ai_software_revenue_in_billions_ma_3,ai_software_revenue_in_billions_ma_5,0.9998010423916227,0.9998010423916227
organizations_using_ai_ma_2,organizations_using_ai_ma_3,0.9998005158676952,0.9998005158676952
ai_software_revenue_in_billions,ai_software_revenue_in_billions_upper_band,0.9997888152761351,0.9997888152761351
ai_software_revenue_in_billions_upper_band,ai_software_revenue_in_billions_zscore,0.9997888152761351,0.9997888152761351
ai_software_revenue_in_billions_cumulative_growth,ai_software_revenue_in_billions_upper_band,0.9997888152761348,0.9997888152761348
organizations_using_ai_ma_3,organizations_using_ai_ma_5,0.9997816647888077,0.9997816647888077
ai_software_revenue_in_billions_ma_5,ai_software_revenue_in_billions_upper_band,0.9997806590587579,0.9997806590587579
ai_software_revenue_in_billions_std_5,ai_software_revenue_in_billions_diff_lag_3,0.9997736299662064,0.9997736299662064
estimated_revenue_increase_from_ai_trillions_usd_ma_2,estimated_revenue_increase_from_ai_trillions_usd_upper_band,0.9997522371551575,0.9997522371551575
ai_software_revenue_in_billions_ma_2,ai_software_revenue_in_billions_ma_5,0.9997498634983492,0.9997498634983492
ai_software_revenue_in_billions_ma_2,ai_software_revenue_in_billions_lag_1,0.9997495383392733,0.9997495383392733
organizations_using_ai_ma_3,estimated_revenue_increase_from_ai_trillions_usd_upper_band,0.9997470026125707,0.9997470026125707
organizations_using_ai_ma_5,estimated_revenue_increase_from_ai_trillions_usd_ma_3,0.9997441346206607,0.9997441346206607
estimated_revenue_increase_from_ai_trillions_usd,estimated_revenue_increase_from_ai_trillions_usd_lag_1,0.9997436094617245,0.9997436094617245
estimated_revenue_increase_from_ai_trillions_usd_lag_1,estimated_revenue_increase_from_ai_trillions_usd_zscore,0.9997436094617244,0.9997436094617244
estimated_revenue_increase_from_ai_trillions_usd_cumulative_growth,estimated_revenue_increase_from_ai_trillions_usd_lag_1,0.9997436094617244,0.9997436094617244
estimated_revenue_increase_from_ai_trillions_usd_lag_3,estimated_revenue_increase_from_ai_trillions_usd_lower_band,0.999731585316423,0.999731585316423
jobs_at_high_risk_of_automation__manufacturing,cycle_position,0.9997313633262478,0.9997313633262478
jobs_at_high_risk_of_automation__manufacturing,years_since_start,0.9997313633262478,0.9997313633262478
year,jobs_at_high_risk_of_automation__manufacturing,0.999731363326247,0.999731363326247
companies_prioritizing_ai_in_strategy,jobs_at_high_risk_of_automation__manufacturing,0.999731363326247,0.999731363326247
jobs_at_high_risk_of_automation__wholesale_&_retail_trade,jobs_at_high_risk_of_automation__manufacturing,0.999731363326247,0.999731363326247
estimated_jobs_eliminated_by_ai_millions,jobs_at_high_risk_of_automation__manufacturing,0.999731363326247,0.999731363326247
americans_using_voice_assistants_%,jobs_at_high_risk_of_automation__manufacturing,0.999731363326247,0.999731363326247
organizations_using_ai_ma_2,ai_software_revenue_in_billions_diff_lag_3,0.99972988450953,0.99972988450953
digital_voice_assistants_billions_of_devices,estimated_revenue_increase_from_ai_trillions_usd_lag_1,0.9997246316896711,0.9997246316896711
year,digital_voice_assistants_billions_of_devices,0.9997085822464713,0.9997085822464713
digital_voice_assistants_billions_of_devices,cycle_position,0.9997085822464713,0.9997085822464713
digital_voice_assistants_billions_of_devices,years_since_start,0.9997085822464713,0.9997085822464713
digital_voice_assistants_billions_of_devices,jobs_at_high_risk_of_automation__wholesale_&_retail_trade,0.9997085822464713,0.9997085822464713
americans_using_voice_assistants_%,digital_voice_assistants_billions_of_devices,0.9997085822464713,0.9997085822464713
companies_prioritizing_ai_in_strategy,digital_voice_assistants_billions_of_devices,0.9997085822464713,0.9997085822464713
estimated_jobs_eliminated_by_ai_millions,digital_voice_assistants_billions_of_devices,0.9997085822464713,0.9997085822464713
estimated_revenue_increase_from_ai_trillions_usd_cumulative_growth,ai_software_revenue_in_billions_diff_lag_3,0.99969817316112,0.99969817316112
estimated_revenue_increase_from_ai_trillions_usd,ai_software_revenue_in_billions_diff_lag_3,0.9996981731611199,0.9996981731611199
ai_software_revenue_in_billions_diff_lag_3,estimated_revenue_increase_from_ai_trillions_usd_zscore,0.9996981731611198,0.9996981731611198
global_ai_market_value_in_billions_ma_2,global_ai_market_value_in_billions_ma_5,0.999693394125171,0.999693394125171
estimated_new_jobs_created_by_ai_millions,digital_voice_assistants_billions_of_devices,0.9996902210439107,0.9996902210439107
estimated_revenue_increase_from_ai_trillions_usd_ma_3,estimated_revenue_increase_from_ai_trillions_usd_upper_band,0.9996421635062898,0.9996421635062898
estimated_revenue_increase_from_ai_trillions_usd_cumulative_growth,estimated_revenue_increase_from_ai_trillions_usd_lag_2,0.9996396396279386,0.9996396396279386
estimated_revenue_increase_from_ai_trillions_usd,estimated_revenue_increase_from_ai_trillions_usd_lag_2,0.9996396396279384,0.9996396396279384
estimated_revenue_increase_from_ai_trillions_usd_lag_2,estimated_revenue_increase_from_ai_trillions_usd_zscore,0.9996396396279383,0.9996396396279383
ai_software_revenue_in_billions_cumulative_growth,ai_software_revenue_in_billions_ma_3,0.9996138281479213,0.9996138281479213
ai_software_revenue_in_billions_ma_3,ai_software_revenue_in_billions_zscore,0.9996138281479213,0.9996138281479213
ai_software_revenue_in_billions,ai_software_revenue_in_billions_ma_3,0.9996138281479212,0.9996138281479212
organizations_using_ai_ma_2,estimated_revenue_increase_from_ai_trillions_usd_upper_band,0.9996137579890956,0.9996137579890956
organizations_using_ai_ma_5,estimated_revenue_increase_from_ai_trillions_usd_ma_5,0.9996101953613018,0.9996101953613018
organizations_using_ai_zscore,investment_attractiveness,0.9996076690227598,0.9996076690227598
organizations_using_ai_cumulative_growth,investment_attractiveness,0.9996076690227598,0.9996076690227598
organizations_using_ai,investment_attractiveness,0.9996076690227595,0.9996076690227595
estimated_revenue_increase_from_ai_trillions_usd_ma_3,estimated_revenue_increase_from_ai_trillions_usd_lower_band,0.9996058481641055,0.9996058481641055
digital_voice_assistants_billions_of_devices,estimated_revenue_increase_from_ai_trillions_usd_lag_2,0.999603646437066,0.999603646437066
marketers_believing_ai_improves_email_revenue,digital_voice_assistants_billions_of_devices,0.9996009659170525,0.9996009659170525
estimated_revenue_increase_from_ai_trillions_usd_cumulative_growth,organizations_using_ai_ma_3,0.9995919638390758,0.9995919638390758
estimated_revenue_increase_from_ai_trillions_usd,organizations_using_ai_ma_3,0.9995919638390758,0.9995919638390758
organizations_using_ai_ma_3,estimated_revenue_increase_from_ai_trillions_usd_zscore,0.9995919638390757,0.9995919638390757
estimated_new_jobs_created_by_ai_millions,americans_using_voice_assistants_%,0.9995476136389166,0.9995476136389166
estimated_jobs_eliminated_by_ai_millions,estimated_new_jobs_created_by_ai_millions,0.9995476136389166,0.9995476136389166
estimated_new_jobs_created_by_ai_millions,jobs_at_high_risk_of_automation__wholesale_&_retail_trade,0.9995476136389165,0.9995476136389165
year,estimated_new_jobs_created_by_ai_millions,0.9995476136389165,0.9995476136389165
estimated_new_jobs_created_by_ai_millions,cycle_position,0.9995476136389165,0.9995476136389165
estimated_new_jobs_created_by_ai_millions,years_since_start,0.9995476136389165,0.9995476136389165
estimated_new_jobs_created_by_ai_millions,companies_prioritizing_ai_in_strategy,0.9995476136389165,0.9995476136389165
ai_contribution_to_healthcare_in_billions,ai_software_revenue_in_billions_diff_lag_1,0.999544301131445,0.999544301131445
ai_contribution_to_healthcare_in_billions,ai_software_revenue_in_billions_std_2,0.9995443011314449,0.9995443011314449
estimated_new_jobs_created_by_ai_millions,estimated_revenue_increase_from_ai_trillions_usd_cumulative_growth,0.9995265409624468,0.9995265409624468
estimated_new_jobs_created_by_ai_millions,estimated_revenue_increase_from_ai_trillions_usd,0.9995265409624466,0.9995265409624466
estimated_new_jobs_created_by_ai_millions,estimated_revenue_increase_from_ai_trillions_usd_zscore,0.9995265409624465,0.9995265409624465
estimated_revenue_increase_from_ai_trillions_usd,estimated_revenue_increase_from_ai_trillions_usd_ma_5,0.9995264173144583,0.9995264173144583
estimated_revenue_increase_from_ai_trillions_usd_cumulative_growth,estimated_revenue_increase_from_ai_trillions_usd_ma_5,0.9995264173144582,0.9995264173144582
estimated_revenue_increase_from_ai_trillions_usd_ma_5,estimated_revenue_increase_from_ai_trillions_usd_zscore,0.999526417314458,0.999526417314458
ai_software_revenue_in_billions_ma_2,ai_software_revenue_in_billions_upper_band,0.999524532248637,0.999524532248637
ai_software_revenue_in_billions_std_5,estimated_revenue_increase_from_ai_trillions_usd_ma_2,0.999522307203487,0.999522307203487
ai_software_revenue_in_billions_std_5,organizations_using_ai_ma_2,0.9995101696997378,0.9995101696997378
estimated_revenue_increase_from_ai_trillions_usd,estimated_revenue_increase_from_ai_trillions_usd_lag_3,0.9994801143396995,0.9994801143396995
estimated_revenue_increase_from_ai_trillions_usd_cumulative_growth,estimated_revenue_increase_from_ai_trillions_usd_lag_3,0.9994801143396995,0.9994801143396995
estimated_revenue_increase_from_ai_trillions_usd_lag_3,estimated_revenue_increase_from_ai_trillions_usd_zscore,0.9994801143396994,0.9994801143396994
estimated_revenue_increase_from_ai_trillions_usd_ma_2,estimated_revenue_increase_from_ai_trillions_usd_lower_band,0.9994696553338525,0.9994696553338525
global_ai_market_value_in_billions_diff_lag_2,global_ai_market_value_in_billions_diff_lag_3,0.9994674588032582,0.9994674588032582
organizations_using_ai_ma_2,estimated_revenue_increase_from_ai_trillions_usd_zscore,0.999437282943829,0.999437282943829
estimated_revenue_increase_from_ai_trillions_usd_cumulative_growth,organizations_using_ai_ma_2,0.9994372829438288,0.9994372829438288
estimated_revenue_increase_from_ai_trillions_usd,organizations_using_ai_ma_2,0.9994372829438287,0.9994372829438287
global_ai_market_value_in_billions_diff_lag_2,global_ai_market_value_in_billions_upper_band,0.9994187559030242,0.9994187559030242
organizations_using_ai_ma_2,organizations_using_ai_lag_3,0.9994185719343224,0.9994185719343224
jobs_at_high_risk_of_automation__manufacturing,estimated_revenue_increase_from_ai_trillions_usd_cumulative_growth,0.9994155481941219,0.9994155481941219
jobs_at_high_risk_of_automation__manufacturing,estimated_revenue_increase_from_ai_trillions_usd_zscore,0.9994155481941217,0.9994155481941217
estimated_revenue_increase_from_ai_trillions_usd,jobs_at_high_risk_of_automation__manufacturing,0.999415548194121,0.999415548194121
digital_voice_assistants_billions_of_devices,estimated_revenue_increase_from_ai_trillions_usd_lag_3,0.9994059993535878,0.9994059993535878
estimated_revenue_increase_from_ai_trillions_usd,marketers_believing_ai_improves_email_revenue,0.9993934671828805,0.9993934671828805
marketers_believing_ai_improves_email_revenue,estimated_revenue_increase_from_ai_trillions_usd_cumulative_growth,0.9993934671828799,0.9993934671828799
marketers_believing_ai_improves_email_revenue,estimated_revenue_increase_from_ai_trillions_usd_zscore,0.9993934671828799,0.9993934671828799
digital_voice_assistants_billions_of_devices,estimated_revenue_increase_from_ai_trillions_usd_ma_2,0.9993913167535429,0.9993913167535429
estimated_jobs_eliminated_by_ai_millions,marketers_believing_ai_improves_email_revenue,0.9993872506032123,0.9993872506032123
companies_prioritizing_ai_in_strategy,marketers_believing_ai_improves_email_revenue,0.9993872506032121,0.9993872506032121
year,marketers_believing_ai_improves_email_revenue,0.9993872506032121,0.9993872506032121
marketers_believing_ai_improves_email_revenue,americans_using_voice_assistants_%,0.9993872506032119,0.9993872506032119
marketers_believing_ai_improves_email_revenue,years_since_start,0.9993872506032118,0.9993872506032118
marketers_believing_ai_improves_email_revenue,cycle_position,0.9993872506032118,0.9993872506032118
marketers_believing_ai_improves_email_revenue,jobs_at_high_risk_of_automation__wholesale_&_retail_trade,0.9993872506032118,0.9993872506032118
organizations_using_ai_upper_band,organizations_using_ai_zscore,0.9993865463984518,0.9993865463984518
